db,db_label,prompt_type,model,imagery,count,proportion,poem_coverage_count,poem_coverage_ratio,rank,total_poems,imagery_covered_poems,total_imagery_tokens
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,暮云,26,0.012689,26,0.130000,2,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,数据,24,0.011713,24,0.120000,3,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,星河,21,0.010249,21,0.105000,4,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,青山,21,0.010249,21,0.105000,5,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,代码,21,0.010249,21,0.105000,6,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,斜阳,19,0.009273,19,0.095000,7,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,孤舟,17,0.008297,17,0.085000,8,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,星斗,17,0.008297,17,0.085000,9,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,清风,15,0.007321,15,0.075000,10,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,算法,15,0.007321,15,0.075000,11,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,西风,14,0.006833,14,0.070000,12,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,暮色,13,0.006345,13,0.065000,13,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,流水,13,0.006345,13,0.065000,14,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,夜色,13,0.006345,13,0.065000,15,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,孤灯,12,0.005857,12,0.060000,16,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,危栏,12,0.005857,12,0.060000,17,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,网络,12,0.005857,12,0.060000,18,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,清辉,11,0.005368,11,0.055000,19,200,200,2049
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,枫叶,11,0.005368,11,0.055000,20,200,200,2049
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,西风,24,0.009971,24,0.120000,1,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,疏钟,23,0.009555,23,0.115000,2,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,汀洲,23,0.009555,23,0.115000,3,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,明月,20,0.008309,20,0.100000,4,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,篱菊,20,0.008309,20,0.100000,5,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,孤篷,19,0.007894,19,0.095000,6,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,归鸿,16,0.006647,16,0.080000,7,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,丹枫,16,0.006647,16,0.080000,8,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,阑干,15,0.006232,15,0.075000,9,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,归雁,15,0.006232,15,0.075000,10,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,归帆,14,0.005816,14,0.070000,11,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,荻花,14,0.005816,14,0.070000,12,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,霜风,13,0.005401,13,0.065000,13,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,家山,13,0.005401,13,0.065000,14,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,芦花,13,0.005401,13,0.065000,15,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,渔灯,13,0.005401,13,0.065000,16,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,雁字,13,0.005401,13,0.065000,17,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,雁影,13,0.005401,13,0.065000,18,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,渔歌,13,0.005401,13,0.065000,19,200,200,2407
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,落木,13,0.005401,13,0.065000,20,200,200,2407
b1,五词牌-无主题,type_b,glm-5,斜阳,18,0.017459,18,0.183673,1,98,98,1031
b1,五词牌-无主题,type_b,glm-5,阑干,15,0.014549,15,0.153061,2,98,98,1031
b1,五词牌-无主题,type_b,glm-5,西风,15,0.014549,15,0.153061,3,98,98,1031
b1,五词牌-无主题,type_b,glm-5,明月,15,0.014549,15,0.153061,4,98,98,1031
b1,五词牌-无主题,type_b,glm-5,梅花,9,0.008729,9,0.091837,5,98,98,1031
b1,五词牌-无主题,type_b,glm-5,闲云,9,0.008729,9,0.091837,6,98,98,1031
b1,五词牌-无主题,type_b,glm-5,烟水,9,0.008729,9,0.091837,7,98,98,1031
b1,五词牌-无主题,type_b,glm-5,孤舟,9,0.008729,9,0.091837,8,98,98,1031
b1,五词牌-无主题,type_b,glm-5,流水,9,0.008729,9,0.091837,9,98,98,1031
b1,五词牌-无主题,type_b,glm-5,危楼,9,0.008729,9,0.091837,10,98,98,1031
b1,五词牌-无主题,type_b,glm-5,夜雨,8,0.007759,8,0.081633,11,98,98,1031
b1,五词牌-无主题,type_b,glm-5,楚天,7,0.006790,7,0.071429,12,98,98,1031
b1,五词牌-无主题,type_b,glm-5,青山,7,0.006790,7,0.071429,13,98,98,1031
b1,五词牌-无主题,type_b,glm-5,暮色,7,0.006790,7,0.071429,14,98,98,1031
b1,五词牌-无主题,type_b,glm-5,清风,7,0.006790,7,0.071429,15,98,98,1031
b1,五词牌-无主题,type_b,glm-5,浮云,7,0.006790,7,0.071429,16,98,98,1031
b1,五词牌-无主题,type_b,glm-5,落日,6,0.005820,6,0.061224,17,98,98,1031
b1,五词牌-无主题,type_b,glm-5,暮云,6,0.005820,6,0.061224,18,98,98,1031
b1,五词牌-无主题,type_b,glm-5,空山,6,0.005820,6,0.061224,19,98,98,1031
b1,五词牌-无主题,type_b,glm-5,长空,6,0.005820,6,0.061224,20,98,98,1031
b1,五词牌-无主题,type_b,qwen3.6-plus,孤舟,54,0.021086,54,0.287234,1,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,雁字,49,0.019133,49,0.260638,2,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,芦花,41,0.016009,41,0.218085,3,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,暮云,39,0.015228,39,0.207447,4,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,荻花,37,0.014447,37,0.196809,5,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,明月,29,0.011324,29,0.154255,6,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,西风,29,0.011324,29,0.154255,7,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,长亭,28,0.010933,28,0.148936,8,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,烟波,22,0.008590,22,0.117021,9,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,寒星,21,0.008200,21,0.111702,10,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,霜林,20,0.007809,20,0.106383,11,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,星斗,20,0.007809,20,0.106383,12,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,孤棹,20,0.007809,20,0.106383,13,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,寒江,19,0.007419,19,0.101064,14,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,远岫,18,0.007029,18,0.095745,15,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,孤帆,17,0.006638,17,0.090426,16,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,雁阵,16,0.006248,16,0.085106,17,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,冷月,15,0.005857,15,0.079787,18,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,清秋,15,0.005857,15,0.079787,19,188,188,2561
b1,五词牌-无主题,type_b,qwen3.6-plus,长风,14,0.005467,14,0.074468,20,188,188,2561
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,春风,25,0.025000,25,0.125000,1,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,晨钟,23,0.023000,23,0.115000,2,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,暮鼓,22,0.022000,22,0.110000,3,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,宗门,18,0.018000,18,0.090000,4,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,剑气,16,0.016000,16,0.080000,5,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,明月,14,0.014000,14,0.070000,6,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,樊笼,13,0.013000,13,0.065000,7,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,剑光,13,0.013000,13,0.065000,8,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,剑影,12,0.012000,12,0.060000,9,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,长空,12,0.012000,12,0.060000,10,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,仙山,12,0.012000,12,0.060000,11,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,风雨,12,0.012000,12,0.060000,12,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,铁律,11,0.011000,11,0.055000,13,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,旧制,11,0.011000,11,0.055000,14,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,宗规,11,0.011000,11,0.055000,15,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,长风,10,0.010000,10,0.050000,16,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,灵山,9,0.009000,9,0.045000,17,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,长夜,8,0.008000,8,0.040000,18,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,云山,8,0.008000,8,0.040000,19,200,200,1000
b2,五词牌-改革主题,type_d,deepseek-3.2-thinking,云雾,8,0.008000,8,0.040000,20,200,200,1000
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,樊笼,26,0.018937,26,0.130000,1,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,劫火,23,0.016752,23,0.115000,2,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,松风,21,0.015295,21,0.105000,3,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,雏鹰,18,0.013110,18,0.090000,4,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,云,17,0.012382,17,0.085000,5,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,丹台,17,0.012382,17,0.085000,6,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,鹤,15,0.010925,15,0.075000,7,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,松阶,15,0.010925,15,0.075000,8,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,殿角,14,0.010197,14,0.070000,9,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,灵根,13,0.009468,13,0.065000,10,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,阑干,13,0.009468,13,0.065000,11,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,青衿,12,0.008740,12,0.060000,12,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,剑影,10,0.007283,10,0.050000,13,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,星坛,10,0.007283,10,0.050000,14,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,霜月,10,0.007283,10,0.050000,15,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,霜风,10,0.007283,10,0.050000,16,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,灵苗,10,0.007283,10,0.050000,17,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,雾,9,0.006555,9,0.045000,18,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,明月,9,0.006555,9,0.045000,19,200,200,1373
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,松影,9,0.006555,9,0.045000,20,200,200,1373
b2,五词牌-改革主题,type_d,gemini-3.1-pro,清规,2,0.051282,2,0.500000,1,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,剑气,2,0.051282,2,0.500000,2,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,仙阶,1,0.025641,1,0.250000,3,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,千山雪,1,0.025641,1,0.250000,4,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,灵犀,1,0.025641,1,0.250000,5,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,剑光,1,0.025641,1,0.250000,6,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,劫风,1,0.025641,1,0.250000,7,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,险关,1,0.025641,1,0.250000,8,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,高堂,1,0.025641,1,0.250000,9,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,霜叶,1,0.025641,1,0.250000,10,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,青云,1,0.025641,1,0.250000,11,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,十二楼台,1,0.025641,1,0.250000,12,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,冰壁,1,0.025641,1,0.250000,13,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,羁魂,1,0.025641,1,0.250000,14,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,烽烟,1,0.025641,1,0.250000,15,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,险路,1,0.025641,1,0.250000,16,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,霜规,1,0.025641,1,0.250000,17,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,千峰,1,0.025641,1,0.250000,18,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,风雪,1,0.025641,1,0.250000,19,4,4,39
b2,五词牌-改革主题,type_d,gemini-3.1-pro,青冥,1,0.025641,1,0.250000,20,4,4,39
b2,五词牌-改革主题,type_d,glm-5,樊笼,23,0.053991,23,0.365079,1,63,63,426
b2,五词牌-改革主题,type_d,glm-5,剑气,13,0.030516,13,0.206349,2,63,63,426
b2,五词牌-改革主题,type_d,glm-5,清规,10,0.023474,10,0.158730,3,63,63,426
b2,五词牌-改革主题,type_d,glm-5,灵台,8,0.018779,8,0.126984,4,63,63,426
b2,五词牌-改革主题,type_d,glm-5,稚子,6,0.014085,6,0.095238,5,63,63,426
b2,五词牌-改革主题,type_d,glm-5,霜锋,5,0.011737,5,0.079365,6,63,63,426
b2,五词牌-改革主题,type_d,glm-5,妖氛,5,0.011737,5,0.079365,7,63,63,426
b2,五词牌-改革主题,type_d,glm-5,重关,4,0.009390,4,0.063492,8,63,63,426
b2,五词牌-改革主题,type_d,glm-5,危楼,4,0.009390,4,0.063492,9,63,63,426
b2,五词牌-改革主题,type_d,glm-5,烽烟,4,0.009390,4,0.063492,10,63,63,426
b2,五词牌-改革主题,type_d,glm-5,寒云,4,0.009390,4,0.063492,11,63,63,426
b2,五词牌-改革主题,type_d,glm-5,阑干,4,0.009390,4,0.063492,12,63,63,426
b2,五词牌-改革主题,type_d,glm-5,劫火,4,0.009390,4,0.063492,13,63,63,426
b2,五词牌-改革主题,type_d,glm-5,妖雾,4,0.009390,4,0.063492,14,63,63,426
b2,五词牌-改革主题,type_d,glm-5,风雨,4,0.009390,4,0.063492,15,63,63,426
b2,五词牌-改革主题,type_d,glm-5,西风,4,0.009390,4,0.063492,16,63,63,426
b2,五词牌-改革主题,type_d,glm-5,剑影,4,0.009390,4,0.063492,17,63,63,426
b2,五词牌-改革主题,type_d,glm-5,寒霜,4,0.009390,4,0.063492,18,63,63,426
b2,五词牌-改革主题,type_d,glm-5,云,4,0.009390,4,0.063492,19,63,63,426
b2,五词牌-改革主题,type_d,glm-5,云端,3,0.007042,3,0.047619,20,63,63,426
b2,五词牌-改革主题,type_d,qwen3.6-plus,铁律,32,0.016798,32,0.198758,1,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,青衿,30,0.015748,30,0.186335,2,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,星斗,30,0.015748,30,0.186335,3,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,剑阁,29,0.015223,29,0.180124,4,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,灵根,28,0.014698,28,0.173913,5,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,劫火,27,0.014173,27,0.167702,6,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,重关,23,0.012073,23,0.142857,7,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,剑阵,19,0.009974,19,0.118012,8,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,霜刃,18,0.009449,18,0.111801,9,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,青锋,18,0.009449,18,0.111801,10,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,寒霜,18,0.009449,18,0.111801,11,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,长风,18,0.009449,18,0.111801,12,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,春风,16,0.008399,16,0.099379,13,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,丹炉,15,0.007874,15,0.093168,14,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,松涛,15,0.007874,15,0.093168,15,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,剑气,15,0.007874,15,0.093168,16,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,霜,14,0.007349,14,0.086957,17,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,孤灯,14,0.007349,14,0.086957,18,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,星槎,13,0.006824,13,0.080745,19,161,161,1905
b2,五词牌-改革主题,type_d,qwen3.6-plus,清规,12,0.006299,12,0.074534,20,161,161,1905
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,玉兰,153,0.143797,153,0.765000,1,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,玉树,37,0.034774,37,0.185000,2,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,风霜,28,0.026316,28,0.140000,3,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,清香,28,0.026316,28,0.140000,4,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,春风,26,0.024436,26,0.130000,5,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,风雨,23,0.021617,23,0.115000,6,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,书窗,18,0.016917,18,0.090000,7,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,白雪,17,0.015977,17,0.085000,8,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,幽香,16,0.015038,16,0.080000,9,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,明月,16,0.015038,16,0.080000,10,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,春寒,14,0.013158,14,0.070000,11,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,琼枝,14,0.013158,14,0.070000,12,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,寒窗,14,0.013158,14,0.070000,13,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,斜阳,13,0.012218,13,0.065000,14,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,孤灯,13,0.012218,13,0.065000,15,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,清风,12,0.011278,12,0.060000,16,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,学海,12,0.011278,12,0.060000,17,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,书山,11,0.010338,11,0.055000,18,200,200,1064
