db,db_label,prompt_type,model,imagery,count,proportion,poem_coverage_count,poem_coverage_ratio,rank,total_poems,imagery_covered_poems,total_imagery_tokens
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,花影,11,0.010338,11,0.055000,19,200,200,1064
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,愁云,9,0.008459,9,0.045000,20,200,200,1064
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,玉兰,46,0.029716,46,0.230000,1,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,灯窗,32,0.020672,32,0.160000,2,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,寒窗,21,0.013566,21,0.105000,3,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,春寒,20,0.012920,20,0.100000,4,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,清光,18,0.011628,18,0.090000,5,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,清芬,18,0.011628,18,0.090000,6,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,琼英,17,0.010982,17,0.085000,7,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,晴光,16,0.010336,16,0.080000,8,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,玉蕊,16,0.010336,16,0.080000,9,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,白雪,16,0.010336,16,0.080000,10,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,素萼,14,0.009044,14,0.070000,11,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,阑干,14,0.009044,14,0.070000,12,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,清露,11,0.007106,11,0.055000,13,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,案尘,10,0.006460,10,0.050000,14,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,回廊,10,0.006460,10,0.050000,15,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,小园,10,0.006460,10,0.050000,16,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,书卷,10,0.006460,10,0.050000,17,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,卷帙,9,0.005814,9,0.045000,18,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,玉雪,9,0.005814,9,0.045000,19,200,200,1548
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,东风,9,0.005814,9,0.045000,20,200,200,1548
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,青灯,1,0.062500,1,0.500000,1,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,破卷,1,0.062500,1,0.500000,2,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,青云,1,0.062500,1,0.500000,3,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,客舍,1,0.062500,1,0.500000,4,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,屠龙剑,1,0.062500,1,0.500000,5,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,高花,1,0.062500,1,0.500000,6,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,玉杯,1,0.062500,1,0.500000,7,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,繁枝,1,0.062500,1,0.500000,8,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,东风,1,0.062500,1,0.500000,9,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,尘编,1,0.062500,1,0.500000,10,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,青衫,1,0.062500,1,0.500000,11,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,长安,1,0.062500,1,0.500000,12,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,风雨,1,0.062500,1,0.500000,13,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,长街,1,0.062500,1,0.500000,14,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,微春,1,0.062500,1,0.500000,15,2,2,16
b3,五词牌-玉兰主题,type_d,gemini-3.1-pro,玉雪,1,0.062500,1,0.500000,16,2,2,16
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,寒窗,63,0.030687,63,0.333333,1,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,素萼,60,0.029226,60,0.317460,2,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,长街,45,0.021919,45,0.238095,3,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,冰绡,38,0.018509,38,0.201058,4,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,青衫,38,0.018509,38,0.201058,5,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,书山,37,0.018022,37,0.195767,6,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,暗香,34,0.016561,34,0.179894,7,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,星霜,31,0.015100,31,0.164021,8,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,素影,31,0.015100,31,0.164021,9,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,东风,26,0.012664,26,0.137566,10,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,琼枝,25,0.012177,25,0.132275,11,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,孤影,25,0.012177,25,0.132275,12,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,孤灯,23,0.011203,23,0.121693,13,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,青衿,19,0.009255,19,0.100529,14,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,重门,19,0.009255,19,0.100529,15,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,青灯,17,0.008281,17,0.089947,16,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,春风,16,0.007793,16,0.084656,17,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,玉兰,16,0.007793,16,0.084656,18,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,冷雨,15,0.007306,15,0.079365,19,189,189,2053
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,琼英,15,0.007306,15,0.079365,20,189,189,2053
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,玉兰,111,0.070164,111,0.555000,1,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,玉树,68,0.042984,68,0.340000,2,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,琼枝,60,0.037927,60,0.300000,3,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,寒窗,38,0.024020,38,0.190000,4,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,清香,37,0.023388,37,0.185000,5,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,风霜,33,0.020860,33,0.165000,6,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,春风,32,0.020228,32,0.160000,7,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,春寒,26,0.016435,26,0.130000,8,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,幽香,22,0.013906,22,0.110000,9,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,孤灯,20,0.012642,20,0.100000,10,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,雪,20,0.012642,20,0.100000,11,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,风雨,18,0.011378,18,0.090000,12,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,白雪,18,0.011378,18,0.090000,13,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,素蕊,17,0.010746,17,0.085000,14,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,明月,17,0.010746,17,0.085000,15,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,云,17,0.010746,17,0.085000,16,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,书山,15,0.009482,15,0.075000,17,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,琼英,15,0.009482,15,0.075000,18,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,琼花,13,0.008217,13,0.065000,19,200,200,1582
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,书卷,13,0.008217,13,0.065000,20,200,200,1582
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,风埃,59,0.027661,59,0.295000,1,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,清芬,53,0.024848,53,0.265000,2,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,琼英,43,0.020159,43,0.215000,3,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,灯窗,35,0.016409,35,0.175000,4,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,尘笺,30,0.014065,30,0.150000,5,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,晴光,29,0.013596,29,0.145000,6,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,玉兰,27,0.012658,27,0.135000,7,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,冰蕤,26,0.012189,26,0.130000,8,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,长风,26,0.012189,26,0.130000,9,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,阑干,24,0.011252,24,0.120000,10,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,清光,21,0.009845,21,0.105000,11,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,残灯,19,0.008908,19,0.095000,12,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,白雪,17,0.007970,17,0.085000,13,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,征衫,16,0.007501,16,0.080000,14,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,琼枝,16,0.007501,16,0.080000,15,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,云程,16,0.007501,16,0.080000,16,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,春寒,15,0.007032,15,0.075000,17,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,冷雨,14,0.006564,14,0.070000,18,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,寒霜,14,0.006564,14,0.070000,19,200,200,2133
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,琼葩,14,0.006564,14,0.070000,20,200,200,2133
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,残书,1,0.062500,1,0.500000,1,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,长街,1,0.062500,1,0.500000,2,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,风雨,1,0.062500,1,0.500000,3,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,孤灯,1,0.062500,1,0.500000,4,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,繁枝,1,0.062500,1,0.500000,5,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,冰雪,1,0.062500,1,0.500000,6,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,长风,1,0.062500,1,0.500000,7,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,微灯,1,0.062500,1,0.500000,8,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,虚堂,1,0.062500,1,0.500000,9,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,卷帙,1,0.062500,1,0.500000,10,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,星霜,1,0.062500,1,0.500000,11,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,琼姿,1,0.062500,1,0.500000,12,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,暗香,1,0.062500,1,0.500000,13,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,瑶英,1,0.062500,1,0.500000,14,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,晓光,1,0.062500,1,0.500000,15,2,2,16
c1,沁园春-玉兰主题,type_a,gemini-3.1-pro,幽芳,1,0.062500,1,0.500000,16,2,2,16
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,琼枝,52,0.027311,52,0.348993,1,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,寒窗,46,0.024160,46,0.308725,2,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,素萼,37,0.019433,37,0.248322,3,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,长街,34,0.017857,34,0.228188,4,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,青衫,30,0.015756,30,0.201342,5,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,琼英,28,0.014706,28,0.187919,6,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,书山,25,0.013130,25,0.167785,7,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,冰绡,25,0.013130,25,0.167785,8,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,青衿,25,0.013130,25,0.167785,9,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,素影,24,0.012605,24,0.161074,10,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,星霜,23,0.012080,23,0.154362,11,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,长风,19,0.009979,19,0.127517,12,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,孤灯,18,0.009454,18,0.120805,13,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,星槎,16,0.008403,16,0.107383,14,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,雪,16,0.008403,16,0.107383,15,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,清芬,15,0.007878,15,0.100671,16,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,残编,14,0.007353,14,0.093960,17,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,朱门,13,0.006828,13,0.087248,18,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,庭柯,13,0.006828,13,0.087248,19,149,149,1904
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,关山,13,0.006828,13,0.087248,20,149,149,1904
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,晨钟,29,0.050699,29,0.292929,1,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,暮鼓,28,0.048951,28,0.282828,2,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,春风,17,0.029720,17,0.171717,3,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,宗门,14,0.024476,14,0.141414,4,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,弟子,13,0.022727,13,0.131313,5,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,长老,13,0.022727,13,0.131313,6,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,云山,11,0.019231,11,0.111111,7,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,樊笼,10,0.017483,10,0.101010,8,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,前路,9,0.015734,9,0.090909,9,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,牢笼,9,0.015734,9,0.090909,10,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,苍天,8,0.013986,8,0.080808,11,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,清风,7,0.012238,7,0.070707,12,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,明月,7,0.012238,7,0.070707,13,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,天道,7,0.012238,7,0.070707,14,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,妖魔,7,0.012238,7,0.070707,15,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,长夜,6,0.010490,6,0.060606,16,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,桎梏,6,0.010490,6,0.060606,17,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,规矩,6,0.010490,6,0.060606,18,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,旧制,6,0.010490,6,0.060606,19,99,99,572
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,云雾,6,0.010490,6,0.060606,20,99,99,572
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,樊笼,23,0.023810,23,0.230000,1,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,仙峰,23,0.023810,23,0.230000,2,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,丹台,22,0.022774,22,0.220000,3,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,青衿,18,0.018634,18,0.180000,4,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,万木,15,0.015528,15,0.150000,5,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,云,12,0.012422,12,0.120000,6,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,剑影,12,0.012422,12,0.120000,7,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,劫火,11,0.011387,11,0.110000,8,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,万壑,10,0.010352,10,0.100000,9,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,鹤,10,0.010352,10,0.100000,10,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,灵根,10,0.010352,10,0.100000,11,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,云涛,10,0.010352,10,0.100000,12,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,妖氛,10,0.010352,10,0.100000,13,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,松风,10,0.010352,10,0.100000,14,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,雾,10,0.010352,10,0.100000,15,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,霜,9,0.009317,9,0.090000,16,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,丹炉,9,0.009317,9,0.090000,17,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,弟子,8,0.008282,8,0.080000,18,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,松涛,8,0.008282,8,0.080000,19,100,100,966
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,稚子,6,0.006211,6,0.060000,20,100,100,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,青衿,27,0.027950,27,0.415385,1,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,丹炉,26,0.026915,26,0.400000,2,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,灵根,24,0.024845,24,0.369231,3,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,剑阁,19,0.019669,19,0.292308,4,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,铁律,14,0.014493,14,0.215385,5,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,长风,13,0.013458,13,0.200000,6,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,青锋,12,0.012422,12,0.184615,7,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,剑阵,11,0.011387,11,0.169231,8,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,剑气,11,0.011387,11,0.169231,9,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,星斗,10,0.010352,10,0.153846,10,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,寒霜,9,0.009317,9,0.138462,11,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,劫火,9,0.009317,9,0.138462,12,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,冷月,8,0.008282,8,0.123077,13,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,松涛,7,0.007246,7,0.107692,14,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,重关,7,0.007246,7,0.107692,15,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,春雷,6,0.006211,6,0.092308,16,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,寒星,6,0.006211,6,0.092308,17,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,星槎,6,0.006211,6,0.092308,18,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,鹤梦,6,0.006211,6,0.092308,19,65,65,966
c2,沁园春-改革主题,type_e,qwen3.6-plus,陈枷,6,0.006211,6,0.092308,20,65,65,966
